{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10.igc', 'dec_date': '250111', 'dec_heure': '120833', 'nearest_dist': 759.7588512561554, 'nearest': 'FAYENCE', 'maxi_date': '250111', 'maxi_heure': '141457', 'altiMax': 1630.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11128.igc', 'dec_date': '010611', 'dec_heure': '091348', 'nearest_dist': 177.81913453270343, 'nearest': 'ANGOULEME BRIE CHAMPNIERS', 'maxi_date': '010611', 'maxi_heure': '163329', 'altiMax': 2395.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11129.igc', 'dec_date': '310511', 'dec_heure': '132710', 'nearest_dist': 260.3888269836554, 'nearest': 'SAINTES THENAC', 'maxi_date': '310511', 'maxi_heure': '145442', 'altiMax': 1631.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1113.igc', 'dec_date': '240311', 'dec_heure': '091836', 'nearest_dist': 424.3484148250818, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '095420', 'altiMax': 2412.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11130.igc', 'dec_date': '010611', 'dec_heure': '125622', 'nearest_dist': 67447.11968292073, 'nearest': 'OLORON HERRERE', 'maxi_date': '010611', 'maxi_heure': '151932', 'altiMax': 5855.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11131.igc', 'dec_date': '010611', 'dec_heure': '131124', 'nearest_dist': 342.1457173618351, 'nearest': 'PLOERMEL LOYAT', 'maxi_date': '010611', 'maxi_heure': '134528', 'altiMax': 1429.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11132.igc', 'dec_date': '010611', 'dec_heure': '101028', 'nearest_dist': 384.3632353884632, 'nearest': 'SAINT SULPICE DES LANDES', 'maxi_date': '010611', 'maxi_heure': '143759', 'altiMax': 2200.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11134.igc', 'dec_date': '010611', 'dec_heure': '091800', 'nearest_dist': 184.27323010249538, 'nearest': 'BUNO BONNEVAUX', 'maxi_date': '010611', 'maxi_heure': '114528', 'altiMax': 1783.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11135.igc', 'dec_date': '010611', 'dec_heure': '110601', 'nearest_dist': 394.3742464178458, 'nearest': 'LE BLANC', 'maxi_date': '010611', 'maxi_heure': '141341', 'altiMax': 2307.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11136.igc', 'dec_date': '010611', 'dec_heure': '125212', 'nearest_dist': 294.9640451699908, 'nearest': 'MORET EPISY', 'maxi_date': '010611', 'maxi_heure': '162604', 'altiMax': 1760.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11137.igc', 'dec_date': '310511', 'dec_heure': '130525', 'nearest_dist': 718.731863916635, 'nearest': 'POITIERS BIARD', 'maxi_date': '310511', 'maxi_heure': '155537', 'altiMax': 2243.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11138.igc', 'dec_date': '010611', 'dec_heure': '120527', 'nearest_dist': 67793.7575213078, 'nearest': 'OLORON HERRERE', 'maxi_date': '010611', 'maxi_heure': '132358', 'altiMax': 5092.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11139.igc', 'dec_date': '010611', 'dec_heure': '122825', 'nearest_dist': 314.724525684745, 'nearest': 'PLOERMEL LOYAT', 'maxi_date': '010611', 'maxi_heure': '130441', 'altiMax': 1489.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1114.igc', 'dec_date': '240311', 'dec_heure': '111244', 'nearest_dist': 348.87703779408855, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '132426', 'altiMax': 3977.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11140.igc', 'dec_date': '080511', 'dec_heure': '114741', 'nearest_dist': 172.40018593531312, 'nearest': 'AUCH GERS', 'maxi_date': '080511', 'maxi_heure': '140037', 'altiMax': 1959.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11141.igc', 'dec_date': '010611', 'dec_heure': '101732', 'nearest_dist': 267.0832480114084, 'nearest': 'AMIENS-GLISY', 'maxi_date': '010611', 'maxi_heure': '125552', 'altiMax': 1984.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11142.igc', 'dec_date': '010611', 'dec_heure': '082818', 'nearest_dist': 296.01895487868563, 'nearest': 'BUNO BONNEVAUX', 'maxi_date': '010611', 'maxi_heure': '152119', 'altiMax': 2187.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11143.igc', 'dec_date': '300411', 'dec_heure': '133356', 'nearest_dist': 386.74056855151696, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '300411', 'maxi_heure': '153424', 'altiMax': 1943.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11144.igc', 'dec_date': '010611', 'dec_heure': '093505', 'nearest_dist': 319.3618596447654, 'nearest': 'BUNO BONNEVAUX', 'maxi_date': '010611', 'maxi_heure': '133041', 'altiMax': 2167.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11145.igc', 'dec_date': '180511', 'dec_heure': '125440', 'nearest_dist': 361.31804153950014, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '180511', 'maxi_heure': '142052', 'altiMax': 1997.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11146.igc', 'dec_date': '120511', 'dec_heure': '121318', 'nearest_dist': 414.44080708077496, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '120511', 'maxi_heure': '153306', 'altiMax': 1675.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11147.igc', 'dec_date': '010611', 'dec_heure': '112156', 'nearest_dist': 703.61108840287, 'nearest': 'POITIERS BIARD', 'maxi_date': '010611', 'maxi_heure': '144624', 'altiMax': 2210.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11148.igc', 'dec_date': '160411', 'dec_heure': '132746', 'nearest_dist': 376.41991909001496, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '160411', 'maxi_heure': '135130', 'altiMax': 1978.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11149.igc', 'dec_date': '300411', 'dec_heure': '115135', 'nearest_dist': 381.6341710902348, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '300411', 'maxi_heure': '154303', 'altiMax': 2009.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1115.igc', 'dec_date': '260311', 'dec_heure': '141348', 'nearest_dist': 51.31457447383774, 'nearest': 'BAILLEAU ARMENONVILLE', 'maxi_date': '260311', 'maxi_heure': '145308', 'altiMax': 1572.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11150.igc', 'dec_date': '120511', 'dec_heure': '122610', 'nearest_dist': 375.83086306627246, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '120511', 'maxi_heure': '134014', 'altiMax': 1625.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11151.igc', 'dec_date': '140511', 'dec_heure': '125326', 'nearest_dist': 380.0947580175314, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '140511', 'maxi_heure': '140634', 'altiMax': 2004.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11152.igc', 'dec_date': '040511', 'dec_heure': '150805', 'nearest_dist': 398.2929020267399, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '040511', 'maxi_heure': '155553', 'altiMax': 1986.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11153.igc', 'dec_date': '010611', 'dec_heure': '121211', 'nearest_dist': 354.8809428911431, 'nearest': 'OLORON HERRERE', 'maxi_date': '010611', 'maxi_heure': '155311', 'altiMax': 2216.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11154.igc', 'dec_date': '290511', 'dec_heure': '102017', 'nearest_dist': 119817.04091901683, 'nearest': 'HAGUENAU', 'maxi_date': '290511', 'maxi_heure': '115230', 'altiMax': 2231.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11155.igc', 'dec_date': '010611', 'dec_heure': '094834', 'nearest_dist': 371.46269409539053, 'nearest': 'LA ROCHE SUR YON LES AJONCS', 'maxi_date': '010611', 'maxi_heure': '150704', 'altiMax': 2252.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11156.igc', 'dec_date': '010611', 'dec_heure': '113920', 'nearest_dist': 179.56139725650348, 'nearest': 'PLOERMEL LOYAT', 'maxi_date': '010611', 'maxi_heure': '134620', 'altiMax': 2076.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11157.igc', 'dec_date': '010611', 'dec_heure': '095522', 'nearest_dist': 337.31509021235735, 'nearest': 'LA ROCHE SUR YON LES AJONCS', 'maxi_date': '010611', 'maxi_heure': '124352', 'altiMax': 2080.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11158.igc', 'dec_date': '010611', 'dec_heure': '100228', 'nearest_dist': 374.7169587163651, 'nearest': 'LA ROCHE SUR YON LES AJONCS', 'maxi_date': '010611', 'maxi_heure': '133358', 'altiMax': 2056.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11159.igc', 'dec_date': '010611', 'dec_heure': '112116', 'nearest_dist': 79.30808136378431, 'nearest': 'MANTES CHERENCE', 'maxi_date': '010611', 'maxi_heure': '150620', 'altiMax': 2031.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1116.igc', 'dec_date': '240311', 'dec_heure': '123751', 'nearest_dist': 333.55359703497334, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '142247', 'altiMax': 3935.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11160.igc', 'dec_date': '300511', 'dec_heure': '103957', 'nearest_dist': 645.1055848328302, 'nearest': 'VINON', 'maxi_date': '300511', 'maxi_heure': '144447', 'altiMax': 3813.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11162.igc', 'dec_date': '290511', 'dec_heure': '104739', 'nearest_dist': 616.6827106171853, 'nearest': 'VINON', 'maxi_date': '290511', 'maxi_heure': '132643', 'altiMax': 4096.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11163.igc', 'dec_date': '290511', 'dec_heure': '104739', 'nearest_dist': 616.6827106171853, 'nearest': 'VINON', 'maxi_date': '290511', 'maxi_heure': '132643', 'altiMax': 4096.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11165.igc', 'dec_date': '070511', 'dec_heure': '110634', 'nearest_dist': 504.96253018249615, 'nearest': 'VINON', 'maxi_date': '070511', 'maxi_heure': '111122', 'altiMax': 1266.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11166.igc', 'dec_date': '130511', 'dec_heure': '105144', 'nearest_dist': 302.122929272453, 'nearest': 'VINON', 'maxi_date': '130511', 'maxi_heure': '132448', 'altiMax': 2626.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11167.igc', 'dec_date': '080511', 'dec_heure': '104910', 'nearest_dist': 224.65889380809264, 'nearest': 'VINON', 'maxi_date': '080511', 'maxi_heure': '132758', 'altiMax': 3368.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11169.igc', 'dec_date': '110511', 'dec_heure': '104634', 'nearest_dist': 340.3906547514697, 'nearest': 'VINON', 'maxi_date': '110511', 'maxi_heure': '110514', 'altiMax': 1494.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1117.igc', 'dec_date': '240311', 'dec_heure': '124140', 'nearest_dist': 383.9821149088246, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '144700', 'altiMax': 3940.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11170.igc', 'dec_date': '010611', 'dec_heure': '115856', 'nearest_dist': 368.78875303673453, 'nearest': 'BEYNES THIVERVAL', 'maxi_date': '010611', 'maxi_heure': '150400', 'altiMax': 1795.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11171.igc', 'dec_date': '010611', 'dec_heure': '120617', 'nearest_dist': 465.1974259561653, 'nearest': 'BEYNES THIVERVAL', 'maxi_date': '010611', 'maxi_heure': '143629', 'altiMax': 2217.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11172.igc', 'dec_date': '130511', 'dec_heure': '114411', 'nearest_dist': 451.59294877237414, 'nearest': 'VINON', 'maxi_date': '130511', 'maxi_heure': '133819', 'altiMax': 2092.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11173.igc', 'dec_date': '080511', 'dec_heure': '105124', 'nearest_dist': 376.0617982701778, 'nearest': 'VINON', 'maxi_date': '080511', 'maxi_heure': '132913', 'altiMax': 3300.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11174.igc', 'dec_date': '210511', 'dec_heure': '095042', 'nearest_dist': 317.0204900508422, 'nearest': 'VINON', 'maxi_date': '210511', 'maxi_heure': '135242', 'altiMax': 3839.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11175.igc', 'dec_date': '180511', 'dec_heure': '133630', 'nearest_dist': 1569.5862761741394, 'nearest': 'LE MANS ARNAGE', 'maxi_date': '180511', 'maxi_heure': '151446', 'altiMax': 2049.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11176.igc', 'dec_date': '170511', 'dec_heure': '111926', 'nearest_dist': 389.2731565876029, 'nearest': 'VINON', 'maxi_date': '170511', 'maxi_heure': '135542', 'altiMax': 4093.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11177.igc', 'dec_date': '110511', 'dec_heure': '111244', 'nearest_dist': 385.5075808925735, 'nearest': 'VINON', 'maxi_date': '110511', 'maxi_heure': '134252', 'altiMax': 2702.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11178.igc', 'dec_date': '200511', 'dec_heure': '094816', 'nearest_dist': 379.2059377978122, 'nearest': 'VINON', 'maxi_date': '200511', 'maxi_heure': '120632', 'altiMax': 3060.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11179.igc', 'dec_date': '170511', 'dec_heure': '102648', 'nearest_dist': 362.21681806834977, 'nearest': 'VINON', 'maxi_date': '170511', 'maxi_heure': '125604', 'altiMax': 3770.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1118.igc', 'dec_date': '240311', 'dec_heure': '112913', 'nearest_dist': 374.9416796341201, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '143753', 'altiMax': 4337.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11180.igc', 'dec_date': '280511', 'dec_heure': '100800', 'nearest_dist': 48.089126091699235, 'nearest': 'BAILLEAU ARMENONVILLE', 'maxi_date': '280511', 'maxi_heure': '130602', 'altiMax': 1846.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11181.igc', 'dec_date': '280511', 'dec_heure': '104141', 'nearest_dist': 268.26238336704824, 'nearest': 'ROANNE', 'maxi_date': '280511', 'maxi_heure': '134732', 'altiMax': 2053.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11182.igc', 'dec_date': '310511', 'dec_heure': '114351', 'nearest_dist': 106.64296658501036, 'nearest': 'BAILLEAU ARMENONVILLE', 'maxi_date': '310511', 'maxi_heure': '120717', 'altiMax': 1612.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11183.igc', 'dec_date': '010611', 'dec_heure': '100326', 'nearest_dist': 129.3533477156782, 'nearest': 'BAILLEAU ARMENONVILLE', 'maxi_date': '010611', 'maxi_heure': '132406', 'altiMax': 1899.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11184.igc', 'dec_date': '300411', 'dec_heure': '113416', 'nearest_dist': 296.23356588755155, 'nearest': 'ROANNE', 'maxi_date': '300411', 'maxi_heure': '132630', 'altiMax': 2310.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11185.igc', 'dec_date': '180411', 'dec_heure': '104624', 'nearest_dist': 314.1634743670647, 'nearest': 'VINON', 'maxi_date': '180411', 'maxi_heure': '133720', 'altiMax': 3393.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11186.igc', 'dec_date': '200411', 'dec_heure': '113509', 'nearest_dist': 584.2226297474589, 'nearest': 'VINON', 'maxi_date': '200411', 'maxi_heure': '140525', 'altiMax': 3035.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11187.igc', 'dec_date': '080511', 'dec_heure': '104542', 'nearest_dist': 4605.568118136234, 'nearest': 'VINON', 'maxi_date': '080511', 'maxi_heure': '143454', 'altiMax': 3320.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11188.igc', 'dec_date': '300411', 'dec_heure': '141442', 'nearest_dist': 268.44040352089263, 'nearest': 'VINON', 'maxi_date': '300411', 'maxi_heure': '142130', 'altiMax': 1416.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11189.igc', 'dec_date': '160511', 'dec_heure': '112935', 'nearest_dist': 381.09415991095705, 'nearest': 'VINON', 'maxi_date': '160511', 'maxi_heure': '135935', 'altiMax': 3209.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1119.igc', 'dec_date': '240311', 'dec_heure': '113506', 'nearest_dist': 256.4049863701812, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '142931', 'altiMax': 4188.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11190.igc', 'dec_date': '170511', 'dec_heure': '100647', 'nearest_dist': 318.849924683663, 'nearest': 'VINON', 'maxi_date': '170511', 'maxi_heure': '123103', 'altiMax': 2714.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11191.igc', 'dec_date': '190411', 'dec_heure': '112920', 'nearest_dist': 605.676308901025, 'nearest': 'VINON', 'maxi_date': '190411', 'maxi_heure': '121552', 'altiMax': 1663.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11192.igc', 'dec_date': '050511', 'dec_heure': '111506', 'nearest_dist': 571.927039186844, 'nearest': 'VINON', 'maxi_date': '050511', 'maxi_heure': '132912', 'altiMax': 3949.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11193.igc', 'dec_date': '060511', 'dec_heure': '112125', 'nearest_dist': 575.6286720974957, 'nearest': 'VINON', 'maxi_date': '060511', 'maxi_heure': '123319', 'altiMax': 3236.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11194.igc', 'dec_date': '150511', 'dec_heure': '115635', 'nearest_dist': 299.3709134698907, 'nearest': 'VINON', 'maxi_date': '150511', 'maxi_heure': '143444', 'altiMax': 4139.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11195.igc', 'dec_date': '070511', 'dec_heure': '105616', 'nearest_dist': 573.8241267341758, 'nearest': 'VINON', 'maxi_date': '070511', 'maxi_heure': '142204', 'altiMax': 3601.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11196.igc', 'dec_date': '180511', 'dec_heure': '112937', 'nearest_dist': 577.4795123245362, 'nearest': 'VINON', 'maxi_date': '180511', 'maxi_heure': '133913', 'altiMax': 2860.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11197.igc', 'dec_date': '200511', 'dec_heure': '100756', 'nearest_dist': 438.38971360528836, 'nearest': 'VINON', 'maxi_date': '200511', 'maxi_heure': '122508', 'altiMax': 4155.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11198.igc', 'dec_date': '150511', 'dec_heure': '083540', 'nearest_dist': 369.13894916120756, 'nearest': 'VINON', 'maxi_date': '150511', 'maxi_heure': '094002', 'altiMax': 3525.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11199.igc', 'dec_date': '160511', 'dec_heure': '112605', 'nearest_dist': 378.5803565283944, 'nearest': 'VINON', 'maxi_date': '160511', 'maxi_heure': '150621', 'altiMax': 3365.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_112.igc', 'dec_date': '210111', 'dec_heure': '130456', 'nearest_dist': 288.76918789779427, 'nearest': 'NOGARO', 'maxi_date': '210111', 'maxi_heure': '135317', 'altiMax': 1179.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1120.igc', 'dec_date': '240311', 'dec_heure': '122428', 'nearest_dist': 354.483991752803, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '240311', 'maxi_heure': '142904', 'altiMax': 4275.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11200.igc', 'dec_date': '080511', 'dec_heure': '105414', 'nearest_dist': 361.00627772996415, 'nearest': 'VINON', 'maxi_date': '080511', 'maxi_heure': '141717', 'altiMax': 3219.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11201.igc', 'dec_date': '150411', 'dec_heure': '074928', 'nearest_dist': 255.93484707063828, 'nearest': 'VINON', 'maxi_date': '150411', 'maxi_heure': '075552', 'altiMax': 1274.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11202.igc', 'dec_date': '160411', 'dec_heure': '110041', 'nearest_dist': 352.1675369748021, 'nearest': 'VINON', 'maxi_date': '160411', 'maxi_heure': '142025', 'altiMax': 3679.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11203.igc', 'dec_date': '170411', 'dec_heure': '151014', 'nearest_dist': 338.41068788076353, 'nearest': 'VINON', 'maxi_date': '170411', 'maxi_heure': '152726', 'altiMax': 1394.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11204.igc', 'dec_date': '170411', 'dec_heure': '111013', 'nearest_dist': 388.014785116976, 'nearest': 'VINON', 'maxi_date': '170411', 'maxi_heure': '130613', 'altiMax': 2890.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11205.igc', 'dec_date': '130511', 'dec_heure': '103710', 'nearest_dist': 278.1010788516848, 'nearest': 'VINON', 'maxi_date': '130511', 'maxi_heure': '130214', 'altiMax': 2863.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11206.igc', 'dec_date': '070511', 'dec_heure': '115020', 'nearest_dist': 566.3308953181727, 'nearest': 'VINON', 'maxi_date': '070511', 'maxi_heure': '125740', 'altiMax': 2084.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11207.igc', 'dec_date': '070511', 'dec_heure': '140556', 'nearest_dist': 274.4813077464558, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '070511', 'maxi_heure': '141308', 'altiMax': 1549.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11208.igc', 'dec_date': '080511', 'dec_heure': '113418', 'nearest_dist': 373.0372121018273, 'nearest': 'VINON', 'maxi_date': '080511', 'maxi_heure': '141146', 'altiMax': 3329.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11209.igc', 'dec_date': '080511', 'dec_heure': '162428', 'nearest_dist': 363.3002869900938, 'nearest': 'PUIMOISSON', 'maxi_date': '080511', 'maxi_heure': '163036', 'altiMax': 1426.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1121.igc', 'dec_date': '190311', 'dec_heure': '120805', 'nearest_dist': 369.591092992754, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '190311', 'maxi_heure': '143557', 'altiMax': 2915.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11210.igc', 'dec_date': '110511', 'dec_heure': '135351', 'nearest_dist': 270.12426952936073, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '110511', 'maxi_heure': '140324', 'altiMax': 1479.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11211.igc', 'dec_date': '110511', 'dec_heure': '112646', 'nearest_dist': 332.3029330295186, 'nearest': 'VINON', 'maxi_date': '110511', 'maxi_heure': '123605', 'altiMax': 2152.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11212.igc', 'dec_date': '160511', 'dec_heure': '112018', 'nearest_dist': 382.87723509792625, 'nearest': 'VINON', 'maxi_date': '160511', 'maxi_heure': '133211', 'altiMax': 2708.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11213.igc', 'dec_date': '190511', 'dec_heure': '105452', 'nearest_dist': 313.28535878662876, 'nearest': 'VINON', 'maxi_date': '190511', 'maxi_heure': '110327', 'altiMax': 1276.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_11214.igc', 'dec_date': '090511', 'dec_heure': '112631', 'nearest_dist': 586.8786461203802, 'nearest': 'VINON', 'maxi_date': '090511', 'maxi_heure': '125444', 'altiMax': 2114.0}
